Home,Road,line,linesag,linepz,lineARGH,linekam,lineavg,linewunder,linepig,linens,linecpa,lineexcel,linemore,linedunk,linecpar,linepyth,lineelo,lineeff,linetrexler,linel2,lineschmidt,linel1,linel2h,linefox,lineca,linebihl,linegrid,linesage,linesagp,linejfm,lineimes,lineopen,lineupset,lineself,linejohns,linemass,linecoff,lineesp,linereister,linetsr,linetsrslots,linelog,linestrength,linebenson,linemed,linekerns,linejens,lineash,linehollo,lineburd,linemrr,linedok,linetsrelo,linest,linecovers,lineherald,linewhatif,linewann,linegabe,linedwig,linejwilson,linegametime,linecover81,linecrunch,linensr,linelinx,linecombo,linegirl,linestd,linegrn,week,hscore,rscore
N.Y. Giants,Philadelphia,-1,1.09,3.34,0.25,0.19,-0.626666667,2,-3,-1.12,2.21,-5,-0.79,-6.26,5.54,-1.27,-3.07,-0.17,-1,-3.94,0.66,-3.44,-3.33,-4,-1,0.46,0.01,2.34,-0.22,-1.73,,1.5,-6,,-1.1,-0.87,1.03,-5.7,2,,1,0.77,-6.18,10.16,-0.19,1.5,-0.5,2,-0.65,-9.8,,0.19,-10,-1.5,0.89,,5,-4.43,1.5,,1.9,-1,-1,0.2,,0.99,-0.04,1.03,2.9885713753,,14,38,45
New England,Carolina,13,12.69,7.68,12,12.44,11.106458333,8,10,12.08,13.55,11,10.57,8.27,14.49,12.31,10.63,9.31,12,12.14,10.79,12.94,16.62,12,13,15.59,7,10.44,15.7,8.95,,13,6,,12.6,9.8,11.31,7.1,11,,14,6.69,9.86,25.2,11.25,21.1,12,9,16.53,9.9,,11.18,15,15,11.64,,9,10.97,14,,12.2,12.5,15.6,7,,5.32,9.03,5.98,3.0609604178,,14,20,10
Oakland,Washington,-1,3.63,-5.2,1,-7.65,-1.089375,-9,-1,-5.1,6.39,-4,-1.42,-6.34,3.56,-3.53,-0.43,-1.42,1,-4.24,0.61,-3.91,0.96,-3,-1,0.18,-2,8.84,-2.31,0.6,,-3,-3,,0.01,-1.54,3.58,0.5,-3,,4,6.94,-4.05,-14.23,-1.46,-1.5,5.7,-3,-2.27,-3.5,,1.13,4,-4,2.73,,-1,-5.51,2,,-5.4,-2.5,-6.3,-6.3,,8.76,-0.78,3.54,3.997746922,,14,13,34
San Francisco,Arizona,-3.5,-1.61,-3.21,-3,-2.65,-1.979791667,-2,-4,-3.05,-5.88,-3,-0.65,-1.55,-3.66,-0.08,-4.31,1.05,-2,-2.39,-0.39,-2.15,-16.29,-4,-3.5,-0.64,0.01,-4.1,0.92,-0.92,,-1,-3,,1.1,-1.11,-1.98,-2.6,4,,-3,-4.31,-4.94,-10.87,-1.87,-2.5,-3.1,-1,-0.04,-7.7,,1.01,-14,-5,-1.96,,4,-4.36,0.01,,-1.5,-0.5,-7,-1.5,,-4.32,-1.79,-0.53,2.3882366767,,14,24,9
Tampa Bay,N.Y. Jets,-4,-10.04,-8.36,-9,-8.94,-6.926666667,-8,-1,-4.82,-12.56,-6,-7.09,-5.76,-6.2,-8.29,-5.63,-4.5,-6,-11.06,-4.78,-11.49,-17.57,-5,-4.5,-9.51,-5.5,-9.44,-10.81,-5.08,,-5.5,-7,,-7.5,-4.06,-7.68,-3.3,-6,,-9,-8.41,-6.17,1.35,-6.44,-14.3,-6.5,-2,-9.5,-5.8,,-6.37,4,-9,-9,,-10,-8.85,-9,,-7.2,-5,-11.2,-4,,-5.69,-3.29,-1.76,2.7532420605,,14,3,26
Tennessee,St. Louis,13,13.82,12.71,14,18.9,13.376458333,11,14,19.63,18.24,3,11.32,11.58,18.8,9.33,14.56,9.05,12,12.96,12.27,12.94,20.92,16,13,14.58,4,15.87,11.68,14.01,,11.5,13,,11.3,13.78,13.67,15.4,8,,14,14.27,15.48,-1.3,12.98,17.9,16.9,11,12.4,19.1,,14.03,5,12,12.52,,9,14.13,13.5,,8.4,12.5,16.7,10,,24.35,15.43,11.23,3.8719314492,,14,47,7
Baltimore,Chicago,11,11.5,13.92,10,16.39,11.179387755,9,11,11.66,15.95,12,9.23,9.55,16.04,11.73,9.84,8.64,10,12.35,9.33,12.48,19.04,18,11,13.81,3.5,9.85,14.05,11.49,,8.5,12,,8.5,9.75,11.76,10,8,,13,7.94,12.85,5.09,10.5,16.8,11.7,10,14.94,13.9,,9.29,16,13.5,9.99,,14,11.91,10.5,,7,9,13,7.2,10,7.39,10,8.33,2.8716447147,,15,31,7
Buffalo,New England,-7,-7.91,-7.97,-8,-10.76,-6.731836735,-5,-6,-8.59,-5.59,-11,-6.64,-9.07,-5.15,-7.02,-6.22,-3.47,-7,-10.56,-4.5,-10.82,-0.6,-9,-7,-9.24,-1.5,-5.56,-10.82,-4.58,,-6.5,-5,,-7.4,-6.75,-7.64,-4.4,-6,,-7,-4.15,-10.54,2.13,-6.75,-15.6,-6.1,-7,-12.46,-7.9,,-4.56,-3,-7.5,-6.3,,-2,-9.46,-2.5,,-7.4,-5,-9.7,-1.9,-5.8,-1.41,-5.85,-3.1,2.8969701654,,15,10,17
Carolina,Minnesota,-9,-7.8,-6.24,-9,-4.93,-5.989795918,-5,-4,-10.37,-9.25,10,-12.04,-4.47,-8.61,-7.87,-5.56,-4.53,-9,-9.22,-4.21,-9.65,-6.87,-4,-8.5,-6.33,-4.5,-7.06,-8.6,-4.55,,-7,-12,,-6.7,-4.78,-6.55,-4.6,-6,,-7,-5.06,-5.99,-18.75,-6.08,-4.7,-4.3,-2,-9.32,-6.8,,-6.75,-4,-6,-7.95,,-1,-7.43,-6.5,,-2.6,-6.5,-17.2,-4,-5.1,-2.93,-6.08,-1.8,3.7008064942,,15,26,7
Denver,Oakland,14,13.69,8.03,11,9.4,12.364285714,13,11,10.31,11.74,10,12.36,12.29,17.17,14.43,10.63,10.33,12,15.14,11.37,15.38,7.8,14,14,16.53,8.5,12.09,16.6,8.92,,11.5,14,,11.1,9.89,11.89,9.6,13,,14,8.72,11.03,29.32,12.29,18.5,12.9,13,17.08,13.7,,11.95,7,14.5,13.52,,14,13.97,10.5,,14.3,11,19,17.4,11.4,6.33,9.07,7.83,2.8339158715,,15,19,20
Detroit,Arizona,-14,-12.2,-7.25,-13,-15.56,-11.11244898,-11,-12,-15.72,-13.83,3,-12.85,-15.15,-10.53,-9.05,-13.97,-6.21,-11,-12.2,-10.51,-11.96,-19.54,-17,-14,-12.51,-6,-12.26,-12.15,-10.99,,-11.5,-14,,-12.6,-10.85,-9.92,-8.6,-6,,-11,-7.47,-16.13,-24.24,-12.2,-15.2,-13.1,-6,-12.93,-17.1,,-10.86,-15,-12.5,-10.06,,-3,-17.03,-8.5,,-12.8,-12.5,-8,-14.1,-7.3,-12.28,-10.38,-5.03,3.9074077781,,15,24,31
Jacksonville,Indianapolis,-2.5,-11.19,-7.01,-13,-13.86,-9.149795918,-9,-9,-9.91,-9.3,-2,-11.64,-10.38,-7.87,-7.86,-10.95,-4.4,-7,-11.96,-7.89,-12.8,-17.3,-12,-3.5,-11.42,-3,-12.37,-12.55,-8.81,,-6.5,-6,,-9.2,-8.18,-10.53,-9.7,-4,,-11,-3.5,-13.36,10.2,-9.2,-15.7,-13.1,-3,-12.96,-15.1,,-7.01,-3,-10.5,-9.15,,-1,-13.23,-7,,-10,-6.5,-14.3,-3.3,-6.5,-9.89,-8.88,-7.84,3.5035502766,,15,31,35
Kansas City,Cleveland,2,4.07,1.89,3,0.22,2.5828571429,0,3,2.66,5.23,4,0.93,-1.44,9.07,4.85,0.19,4.57,3,0.77,3.76,1.56,-0.82,0.01,2,3.49,5.5,4.49,3.55,4.63,,2.5,-2,,4.6,1.44,4.63,-2.2,5,,4,3.19,-1.13,13.73,3,0.2,5,3,2.55,-7.2,,2,5,2,4.99,,-1,0.27,4,,3.8,1,4.2,3.8,3.1,6.41,3.36,4.07,2.7361667225,,15,34,41
N.Y. Jets,Atlanta,7,5.8,7.21,5,-0.56,6.1132653061,3,5,3.13,9.33,12,5.33,11.08,0.12,7.49,7.88,5.75,5,5.14,5.15,5.21,-3.73,8,7,6.88,0.01,4.75,7.08,5.09,,,7,,4.2,4.12,4.26,8.2,4,,6,3.1,7.71,10.4,6,8.4,8,6,5.25,13,,6.08,3,2,6.2,,15,6.06,7,,7.5,7,7.1,9.6,4.9,3.9,3.56,3.99,3.0131236476,,15,7,10
New Orleans,Dallas,7,11.99,9.97,14,13.44,9.9042857143,5,10,8.18,16.7,-3,8.63,10.68,16.68,6.93,13.68,6.15,9,11.56,11.63,11.95,15.02,11,7.5,13.57,4,15.53,9.76,9.64,,7.5,4,,9.3,8.42,12.05,11,8,,12,5,12.05,-5.92,10.87,11,16.2,8,11.74,13,,9.84,13,12,12.19,,5,10.87,13,,5.3,11,10.7,3,8.3,12.23,7.38,6.58,3.7994264918,,15,17,24
Philadelphia,San Francisco,7.5,6.35,5.53,7,7.96,6.4744897959,8,9,6.92,0.2,6,5,2.98,3.57,6.21,4.74,5.15,8,6.53,5.72,6.42,2.09,11,7.5,7.9,4,8.21,4.37,7.49,,7.5,8,,5.3,7.26,9.38,5.6,7,,7,7.22,8,20.31,7,7.2,9.9,10,6.78,7.2,,4.46,16,9,8.22,,3,5.86,5,,7.6,7,-3.3,8.7,5.6,7.67,7.48,8.04,2.486586567,,15,27,13
Pittsburgh,Green Bay,2.5,-1.92,-2.28,-2,0.73,-0.852857143,3,-1,-1.89,-2.37,3,-5.8,-8.08,-1.49,-0.35,-3.48,0.7,-2,-3.73,0.42,-3.32,-4.28,0.01,1.5,-0.29,1,-1.48,-2.71,1.01,,1.5,-4,,0.7,0.45,-1.29,-6.2,2,,-1,-2.57,-3.49,12.66,-1,-0.6,-1.3,2,-1.69,-5.1,,0.16,-6,0.5,-2.55,,6,-5.26,-1,,3.1,0.01,6,2,0.1,-4.48,-0.82,0.24,2.8336129764,,15,37,36
San Diego,Cincinnati,6.5,6.06,1.41,5,6.95,6.4540816327,6,9,9.69,7.25,-1,8.63,8.56,3.86,5.1,6.71,4.41,6,5.75,5.78,5.39,3.41,13,6.5,7.13,2.5,6.18,5.97,6.62,,6,10,,3.1,6.71,7.19,8.8,3,,7,3.61,11.26,-5.16,6.1,6.2,10.1,5,5.71,14.7,,6.06,3,6.5,5.8,,4,8.35,4,,6.1,7.5,7.5,3.6,5,8.49,6.82,3.95,2.7822270144,,15,27,24
Seattle,Tampa Bay,6.5,8.76,8.41,9,10.19,6.96,4,5,7.26,10,7,9.64,1.79,16.75,8.78,5.92,7.4,8,4.22,5.99,4.59,6.78,4,6.5,8.65,3,8.92,8.63,7.48,,8.5,3,,6.2,5.21,7.07,6.7,13,,10,5.2,3.33,-3.21,6.7,2,8.3,3,8.16,4.8,,6.07,14,7,9.74,,8,5.6,6.5,,5.8,7,11.4,3,6.8,7.91,6.05,4.83,2.8298402487,,15,7,24
St. Louis,Houston,-14,-12.21,-5.62,-14,-14.1,-10.41918367,-10,-9,-11.16,-9.83,-6,-10.33,-15.21,-5.98,-10.17,-10.32,-7.62,-11,-14.89,-8.1,-14.84,-17.1,-17,-13.5,-13.07,-4,-10.71,-13.85,-6.54,,-9.5,-8,,-8,-9.17,-11.54,-6.7,-8,,-13,-10.01,-12.94,-6.09,-10.17,-20.3,-11.7,-7,-15.42,-15.5,,-8.47,-14,-11,-9.74,,-1,-16.58,-10,,-8.5,-12.5,-19.2,-10,-8.2,-14.67,-7.25,-3.34,3.9586339377,,15,13,16
Tennessee,Miami,5.5,0.35,3.44,1,5.1,4.0520408163,6,6,9.51,7.26,8,4.62,5.45,9.28,2.15,4.44,2.35,2,0.77,3.35,1.07,11.96,8,5.5,1.11,4,-0.48,1.02,3.62,,3,-1,,2.6,4.5,-0.01,6.2,-3,,1,-1.38,7.14,5.93,3.44,0.5,3.2,3,0.99,10.2,,6.49,6,1.5,1.29,,8,4.69,0.5,,3.3,6,10.3,8.5,2,2.66,6.98,4.45,3.1605754879,,15,27,24
Washington,N.Y. Giants,-3,-4.33,-0.13,-4,-5.94,-0.516326531,1,2,0.38,-2.38,-7,1.54,0.59,-3.77,1.26,4.36,1.62,-1,-1.75,0.4,-2.2,4.22,2,-3,-1.87,2,-6.29,-2.76,-0.45,,-3,-2,,-3,-0.71,-3.01,7.7,-3,,-4,-5.07,6.72,-13.66,-1,-3.4,0.9,-2,-3.03,13.8,,0.37,1,0.01,-3.18,,-2,2.33,-3.5,,-2.1,3,1.9,-4.1,0.2,-2.34,-0.57,-1.52,3.6597561929,,15,12,45
Arizona,St. Louis,15.5,18.54,13.86,18,19.82,14.870425532,15,16,14.67,13.11,7,14.44,15.85,10.88,16.53,15,13.34,15,18.19,14.91,18.2,14.71,19,15.5,20.16,8,18.9,18.18,15.49,,14,14,,14.6,14.73,18.51,11.3,12,,19,16.01,14.26,10.85,14.91,18.7,16.9,13,20.01,14.7,,13.49,17,18.5,17.03,,2,,14,,14.5,15.5,17.7,11.6,,22.71,10.72,6.77,3.8758892149,,16,31,10
Atlanta,Buffalo,9,8.11,3.86,7,6.76,6.070212766,6,6,11.16,3.2,3,6.49,7.3,5.35,7,1.48,5.35,6,7.56,6.17,7.94,5.7,6,8.5,9.09,3,7.5,8.73,5.56,,7.5,5,,5.2,5.55,8.1,6.4,8,,7,4.84,5.94,-3.07,6.17,7.6,5.6,7,9.74,8.1,,5.21,13,9,5.76,,-6,,9,,2.6,5.5,5,4.3,,5.71,9.35,7.53,2.6828160816,,16,31,3
Chicago,Minnesota,-7,-7.73,-2.97,-9,-2.48,-6.371276596,-6,-6,-10.15,0.36,-11,-10.73,-13.03,2.29,-6.85,-8.99,-3.8,-7,-9.13,-4.34,-9.06,1.96,-6,-7,-7.19,-3,-7.93,-7.59,-5.4,,,-13,,-7.3,-4.51,-6.7,-5.7,-3,,-7,-6.64,-9.31,2,-6.85,-9,-8,-4,-8.12,-8.5,,-5.55,-11,-3,-7.24,,-11,,-6,,-2.7,-5.5,-11,-2.2,,-3.2,-6.85,-3.54,3.2560563083,,16,36,30
Cincinnati,Kansas City,13,13.57,12.57,13,10.21,12.07893617,11,13,13.37,11.4,10,12.31,14.72,10.66,12.76,11.26,9.43,12,14.59,11.38,14.34,9.95,16,13,15.45,9.5,13.44,13.73,11.11,,13.5,14,,10.8,10.89,12.57,13.3,10,,14,9.53,13.69,7.15,12.31,12.2,12.4,12,16.37,17.3,,10.53,20,14.5,13.59,,-1,,13.5,,9.2,12,15.5,10.5,,10.1,11.76,10.14,2.7463012549,,16,17,10
Cleveland,Oakland,3,-1.03,-1.24,-0.25,-0.06,1.4829787234,2,2,3.27,2.36,-1,2.18,-1.73,2.3,3.87,2.74,3.65,2,1.5,1.77,1.45,2.2,3,3,2.47,-0.5,-2.93,2.1,1.71,,3,3,,1.4,2.19,-0.77,2.6,1,,-1,-2.4,2.48,14.07,2,-1,2.5,3,2.81,2.5,,0.61,-11,3.5,-0.12,,10,,0.5,,1.4,1.5,-1.8,2.8,,-2.44,2.21,1.15,2.1508379711,,16,23,9
Green Bay,Seattle,14,11.88,8.5,11,16.89,12.065319149,14,13,17.87,13.67,21,14.74,10.08,9.84,11.68,10.22,9.05,12,16.9,10.82,16.8,20.64,17,14,13.31,5.5,9.88,14.22,10.64,,11,14,,10,12.73,12.02,11,9,,14,10.39,16.88,9.48,11.89,14.2,11.5,10,14.35,21.4,,12.17,17,13,11.89,,-2,,12,,8.2,13.5,12.9,11,,8.9,13.17,8.47,3.7705569022,,16,48,10
Indianapolis,N.Y. Jets,3.5,10.4,1.81,12,2.91,7.9874468085,5,11,10.27,5.86,-3,10.07,8.49,7.97,6.02,7.76,5.62,7,6.91,9.3,6.91,-3.53,9,4.5,9.88,5.5,17.33,6.04,9.18,,7,5,,8.5,8.36,12.14,7.4,8,,11,14.36,8.04,-6.04,8.04,4.9,15,5,9.45,9.1,,8.99,7,10.5,11.73,,-4,,7.5,,5.7,10.5,8,1.8,,15.87,10.93,11.59,4.0411500021,,16,15,29
Miami,Houston,1.5,3.6,5.52,3,2.92,2.3442553191,-1,2,0.69,2.58,2,1.57,1.22,3.29,-0.09,0.99,0.87,1,2.55,3.11,2.41,4.08,-1,1.5,4.4,0.01,5.07,2.19,3.72,,3,1,,-0.4,1.27,3.85,3.6,4,,4,4.43,1.88,3.6,2.55,5.3,5.5,3,1.99,4.4,,1.51,4,6,2.78,,-5,,4.5,,-1.8,1,4,-0.5,,5.85,3.16,5.63,2.2798586385,,16,20,27
N.Y. Giants,Carolina,8,7.18,5.72,7,6.85,5.724893617,8,4,7.46,6.88,-1,7.55,10.02,5.89,7.34,1.16,6.2,6,5.55,4.23,6,8.23,6,8,7.47,4,6.64,7.74,2.79,,,6,,5.2,4.01,7.07,5.2,7,,8,3.53,2.03,19.6,6,7.3,5.5,8,8.25,4.9,,3.75,10,8,7.13,,-4,,6.5,,7.6,5,6.7,10.2,,3.27,5.6,3.74,2.5824313387,,16,9,41
New England,Jacksonville,10,12.21,12.32,11,17.33,11.428085106,10,12,13.09,13.6,21,10.64,10.92,10.14,12.35,12.05,9.34,10,13.48,11.5,14.44,22.93,16,10,16.4,4.5,8.2,17.08,10.4,,7.5,6,,10.8,10.89,11.75,8.3,11,,13,5.35,13.85,15.5,11,21.1,11.9,11,17.12,12.8,,8.07,6,14,10,,-2,,11,,14.2,14,9.1,5.3,,8.2,9.92,6.75,4.0424603132,,16,35,7
New Orleans,Tampa Bay,14,21.71,12.78,25,18.2,16.900425532,14,15,20.19,13.74,13,19.75,14.38,10.67,17.95,21.7,14.92,17,21.6,17.02,22.34,16.81,18,14,23.18,10,23.4,20.37,16.59,,14,10,,20.6,14.47,21,10.4,17,,22,19.03,16.21,8.22,16.59,19.7,20.5,14,23.03,13.8,,15.8,8,21,21.54,,14,,18,,16.2,19,17,9.2,,15.69,15.94,11.69,3.9714086634,,16,17,20
Philadelphia,Denver,7,5.73,2.52,5,8.07,6.9317021277,7,10,13.68,4.55,6,9.24,8.79,2.97,6.68,5.6,5.71,7,7.7,7.63,7.15,3.79,12,7,7.72,2.5,4.91,6.55,7.66,,7,2,,4.5,8.5,6.63,8.4,8,,6,3.72,10.8,-3.58,7,4.9,9,7,7.6,13.6,,6.95,9,9,6.44,,-3,,5,,4.4,10,3.5,6.1,,10.41,10.74,7.81,3.0693763133,,16,30,27
Pittsburgh,Baltimore,3,-2.65,1.45,-2,-0.63,-1.307446809,3,-3,-2.13,2.56,3,-4.12,-0.4,4.54,-1.76,-2.4,-0.3,1,-4.78,-0.64,-4.64,-2.46,-6,2,-2.74,1,-1.02,-5.26,1.18,,1.5,-3,,-1.5,-0.7,-1.18,-1.6,2,,-3,-1.85,-5.74,13.55,-1.5,-5.6,-1.5,1,-5.29,-5.2,,-0.62,7,-4,-1.04,,0.01,,-2,,-0.1,-1.5,-5.8,2.5,,-0.77,-1.54,-0.96,2.5697119345,,16,23,20
San Francisco,Detroit,14,14.82,10.34,14,13.97,13.335106383,10,15,18.38,14.31,7,16.25,14.92,10.01,12.56,16.71,10.35,13,14.1,15,13.75,11.08,19,14,16.64,8,13.1,16.57,14.41,,11,14,,15.2,13.26,12.77,12.5,10,,15,7.83,16.74,17.35,14,16.9,16.1,9,17.42,19.6,,13.53,17,13,12.53,,-3,,13,,12.1,16,10.2,12.3,,16.28,13.79,9.19,3.7807526697,,16,20,6
Tennessee,San Diego,3,-3.97,3.44,-5,0.19,-1.032765957,-1,0.01,3.48,0.93,-1,-2.16,-0.78,0.81,-3.4,0.6,-1.66,-2,-4.37,-0.19,-4.14,-0.72,-8,2,-2.94,-0.5,-3.44,-4.61,-0.95,,-1,-1,,-0.4,0.04,-4.68,2.2,-2,,-4,-3.37,-0.05,5.36,-0.78,-3.2,0.2,1,-3.74,2.5,,0.56,5,-2.5,-3.71,,1,,-3,,-2.4,1,-5,3,,0.47,2.26,1.05,2.5105946828,,16,17,42
Washington,Dallas,-7,-7.6,-3.19,-7,-6.62,-4.173191489,0,-5,-2.04,-2.65,3,-4.63,-6.25,-3.91,-4.04,2.16,-1.32,-5,-7.34,-4.32,-7.25,-8.41,-6,-7,-6.23,0.01,-8.98,-6.48,-1.87,,-4.5,-6,,-4.3,-2.62,-5.75,-6.3,-6,,-8,-7.28,-3.85,-8.64,-4.63,-8.1,-1.3,-3,-7.24,-5.8,,-5.08,-3,-4,-5.93,,-7,,-3.5,,-1.5,-3.5,-3.5,-3.7,,-5.32,-2.31,-2.58,2.540019776,,16,0,17
Arizona,Green Bay,3,0.95,-1.47,1,-1.22,0.2660416667,1,1,-0.48,-0.63,-7,-2.8,-1.69,-0.02,0.76,0.01,1.52,-1,-3.79,2.17,-3.62,-5.13,-1,2,0.65,1,3.86,-2.46,2.02,,3,1,,0.49,0.48,0.85,7.2,3,,-1,1.06,-1.98,-1.91,0.48,-3,2.1,0.01,-1.68,-1.5,,1.32,10,2.5,1.41,,1,-4.32,1.5,-2.9,3.1,0.01,-3.6,0.4,,4.34,0.5,1.47,2.360286441,,17,7,33
Arizona,Green Bay,-1.5,-1.88,-4.21,-2,-5.61,-3.014468085,-1,-5,-8.87,-4.14,-10,-7.05,2.62,-3.82,-1.13,-5.47,-0.06,-2,-6.99,-0.47,-6.66,-10.3,-7,-1.5,-2.45,1,0.61,-4.91,0.12,,3,-6,,-1.61,-2.12,-1.29,-3.5,-6,,-1,-1.35,-5.45,-2,-2.12,-6.1,-2.6,-5,-4.49,-13.7,,0.06,5,0.01,0.92,,-4,,1.5,-7.5,1.5,0.01,-5,-3.9,,1.31,-4.13,0.62,3.3582369912,,17,7,33
Buffalo,Indianapolis,8,-11.48,-10.54,-13,-13.17,-7.4775,-8,-6,-9.83,-6.79,-2,-10.12,-3.33,-7.06,-8.15,-5.88,-4.31,-4,-10,-5.37,-10.45,-16.26,-9,6.5,-8.92,-4,-15.6,-9.79,-9.28,,,3,,-7.21,-7.07,-9.96,-2.1,-6,,-9,-11.97,-10.46,3.36,-8.15,-8.1,-8.2,-6,-11.16,-9.4,,-6.24,4,-9,-11.12,,-5,-9.6,-8.5,-9.5,-7.7,-7,-1.5,1,,-8.81,-9,-8.17,3.5416671756,,17,30,7
Carolina,New Orleans,7,-6.5,-2.51,-7,-5,-1.3575,-2,4,-6.56,0.24,2,-2.42,9.1,0.32,-4.06,2.08,-2.59,-2,-6.67,-2.95,-7.8,-11.74,3,5.5,-5.21,-5,-7.87,-5.33,-4.12,,,7,,-6.11,-1.97,-5.7,8.9,-3,,-6,-4.94,4.1,1.45,-2.68,-5,-2.1,-1,-5.79,15.5,,-3.84,4,-5.5,-8.53,,-6,-0.27,-5,-3.1,-3.8,-2.5,9,4.2,,4.12,-2.68,1.19,5.1659270347,,17,23,10
Cleveland,Jacksonville,1,-2.97,1.82,-3,0.54,0.3289583333,-1,2,0.5,4.29,1,3.43,5.24,2.36,0.22,2.4,1.16,1,-1.49,0.57,-1.25,5.73,2,1,-0.11,-5.5,-5.06,-0.35,1.2,,1.5,3,,-1.31,0.3,-0.99,5.5,-3,,-2,-3.06,4.48,-15.56,0.12,-3.4,-0.5,-2,0.27,8.9,,-1.37,-2,0.01,-4.41,,0.01,1.15,-3,1.7,-1.6,1,3.4,-2.6,,0.35,0.12,-0.26,2.8266047896,,17,23,17
Dallas,Philadelphia,3,0.94,3.93,1,1.9,1.819375,1,2,4.12,-0.58,7,2.23,-3.19,2.65,2.76,2.96,3.22,1,-0.17,2.17,0.01,-2.49,2,3,2.19,1.5,0.32,1.55,0.19,,3,3,,1.49,1.99,1.12,3.8,3,,1,0.03,1.99,4.14,1.9,1.4,1.9,3,1.5,4,,1.58,4,-0.5,1.11,,3,0.38,1.5,2.1,2,4.5,-0.5,0.01,,0.27,2.35,0.58,1.6245318884,,17,24,0
Dallas,Philadelphia,3.5,3.74,7.39,3,5.58,4.5182978723,4,5,7.21,2.71,13,6.48,3.17,2.2,4.75,6.28,4.71,3,2.96,4.33,2.73,4.17,8,3.5,4.28,1.5,2.52,4.95,1.9,,4.5,3,,3.49,3.98,3.32,8.3,4,,4,1.52,5.23,5,3.99,3.5,5.2,4,4.24,14,,2.14,7,2,1.41,,6,,1.5,6,4,5.5,7,0.2,,4.31,4.52,1.82,2.6473245881,,17,24,0
Denver,Kansas City,10,14.13,9.96,12,8.87,11.164791667,11,12,8.63,6.74,5,12.93,10.92,3.51,11.18,11.17,8.49,12,14.09,11.12,14.03,4.02,15,10,15.46,8,14.45,13.83,10.54,,13,14,,11.19,9.97,12.4,11.4,10,,14,9.16,14.07,5.55,11.95,15.9,12.3,12,15.73,17,,11.05,16,14,13.21,,4,11.95,14,15.7,10.9,11,9.1,9.3,,8.84,8.1,7.57,2.9891740762,,17,24,44
Detroit,Chicago,-3,-6.41,1.7,-7,-8.74,-4.841041667,-3,-6,-7.81,-0.59,3,-7.69,-4.53,-0.19,-2.68,-6.57,-2.2,-4,-6.43,-5.08,-6.07,-2.93,-8,-3.5,-5.38,-5,-6.91,-6.07,-2.94,,,-10,,-6.11,-5.91,-5.74,-3.2,-3,,-6,-4.14,-6.77,-3.95,-5.48,-7.5,-4.3,-4,-6.84,-2.7,,-5.42,3,-5.5,-3.12,,8,-7.47,-2,-6.4,-6.8,-8,-8.9,-5.2,,-11.17,-5.48,-3.15,3.3805911856,,17,23,37
Houston,New England,7,-4.34,-1.84,-5,-3.89,-1.408125,3,-2,-0.71,1.36,10,-4.03,0.22,3.55,-1.52,-2.7,-0.51,1,-7.06,-2.32,-7.04,-0.02,-4,5.5,-5.15,1.5,-2.77,-6.37,0,,6,7,,-4.21,-3.19,-4.28,5.9,-1,,-3,-2.5,-4.27,-7.14,-2.7,-12.4,-2.7,-3,-6.1,-2.7,,-1.32,13,-3.5,-1.87,,2,-7.11,-2.5,-4.9,-3.4,-1.5,5.5,5.8,,-0.4,-0.84,-0.98,3.9741658599,,17,34,27
Miami,Pittsburgh,-3,3.85,4.8,2,-0.35,1.4625,-3,2,-0.54,2.7,3,-0.99,2.69,1.08,-0.07,2.21,0.94,-1,1.65,3.34,1.33,6.6,0.01,-1.5,4.46,-1,5.28,2.44,2.89,,0,1,,0.89,-0.1,3.18,1.9,3,,4,3.49,2.2,-4.89,2,7.5,5.7,1,1.84,2,,2.77,-5,4,4.13,,-11,2.09,5,3.5,-2.8,3,-7.1,-5.7,,3.98,1.48,3.5,3.284050755,,17,24,30
Minnesota,N.Y. Giants,8,4.54,4.74,7,5.3,5.7545833333,7,5,8.16,6.52,14,7.74,12.1,5.36,7.68,4.07,6.77,8,5.03,5.13,5.4,11.4,4,7.5,6.29,5,4.01,5.1,6.34,,,3,,4.99,4.37,5.08,10.4,6,,6,2.27,5.02,7.81,5.3,-1.5,6.4,3,7.2,4.8,,5.83,2,6,5.94,,5,4.32,4,7.2,1,10,7.7,4,,1.72,6.75,5.35,2.5804106207,,17,44,7
N.Y. Jets,Cincinnati,9.5,3.9,-0.01,2,2.68,5.5210416667,5,6,3.62,5.62,7,5.67,12.2,0.27,4.41,6.74,3.73,5,4.99,5.13,5.09,-4.83,9,8.5,6.84,-1,1.7,6.38,3.41,,8,10,,4.89,4.11,3.78,14.5,4,,7,0.79,8.81,19.36,5,11.8,8.1,5,5.01,14.5,,4.39,3,3,1.91,,7,7.18,4,7.7,5.9,5,12.2,4.6,,6.16,2.5,1.38,3.4569290514,,17,37,0
